"Data,""1.OrgUnit Ownership"",""2.OrgUnit Type(Level of Care)"",""Organisation unit"",""Organisation unit"",""Organisation unit"",""Organisation unit"",""Organisation unit"",""Value"""
"NHMIS Monthly Summary (version 2013) Reporting rate,""Public Facility"",""Primary Health Facility"",""ng Federal Government"",""kn Kano State"",""kn Fagge Local Government Area"","""",""kn Fagge B Ward"",""100.0"""
"NHMIS Monthly Summary (version 2013) Reporting rate,""Public Facility"",""Primary Health Facility"",""ng Federal Government"",""kn Kano State"",""kn Bunkure Local Government Area"",""kn Bono Ward"",""kn Bono Health Post"",""100.0"""
"NHMIS Monthly Summary (version 2013) Reporting rate,""Public Facility"",""Primary Health Facility"",""ng Federal Government"",""kn Kano State"",""kn Wudil Local Government Area"","""",""kn Dankaza Ward"",""100.0"""
"NHMIS Monthly Summary (version 2013) Reporting rate,""Public Facility"",""Primary Health Facility"",""ng Federal Government"",""kn Kano State"",""kn Takai Local Government Area"",""kn Zuga Ward"",""kn Zuga Dispensary"",""100.0"""
"NHMIS Monthly Summary (version 2013) Reporting rate,""Public Facility"",""Primary Health Facility"",""ng Federal Government"",""kn Kano State"",""kn Kiru Local Government Area"",""kn Ba'awa Ward"",""kn Sakarma Health Post"",""100.0"""
"NHMIS Monthly Summary (version 2013) Reporting rate,""Public Facility"",""Primary Health Facility"",""ng Federal Government"",""kn Kano State"",""kn Albasu Local Government Area"",""kn Saya Saya Ward"",""kn Kala-Haddi Health Post"",""100.0"""
"NHMIS Monthly Summary (version 2013) Reporting rate,""Public Facility"",""Primary Health Facility"",""ng Federal Government"",""kn Kano State"",""kn Dawakin Tofa Local Government Area"",""kn Dawakin East Ward"",""kn Dawakin Science Secondary School Clinic"",""100.0"""
"NHMIS Monthly Summary (version 2013) Reporting rate,""Public Facility"",""Primary Health Facility"",""ng Federal Government"",""kn Kano State"",""kn Rogo Local Government Area"",""kn Falgore Rogo Ward"",""kn Falgore Model Primary Health Centre"",""100.0"""
"NHMIS Monthly Summary (version 2013) Reporting rate,""Public Facility"",""Primary Health Facility"",""ng Federal Government"",""kn Kano State"",""kn Kiru Local Government Area"",""kn Ba'awa Ward"",""kn Ba'awa Basic Health Clinic"",""100.0"""
"NHMIS Monthly Summary (version 2013) Reporting rate,""Public Facility"",""Primary Health Facility"",""ng Federal Government"",""kn Kano State"",""kn Madobi Local Government Area"","""",""kn Kauran Mata Ward"",""100.0"""
"NHMIS Monthly Summary (version 2013) Reporting rate,""Public Facility"",""Primary Health Facility"",""ng Federal Government"",""kn Kano State"",""kn Kibiya Local Government Area"",""kn Nariya Ward"",""kn Bacha Health Post"",""100.0"""
"NHMIS Monthly Summary (version 2013) Reporting rate,""Public Facility"",""Primary Health Facility"",""ng Federal Government"",""kn Kano State"",""kn Makoda Local Government Area"",""kn Kadandani Ward"",""kn Kan Tudu Dispensary"",""100.0"""
"NHMIS Monthly Summary (version 2013) Reporting rate,""Public Facility"",""Secondary Health Facility"",""ng Federal Government"",""kn Kano State"",""kn Danbatta Local Government Area"","""",""kn Fagwalawa Ward"",""100.0"""
"NHMIS Monthly Summary (version 2013) Reporting rate,""Public Facility"",""Primary Health Facility"",""ng Federal Government"",""kn Kano State"",""kn Tudun Wada Local Government Area"","""",""kn Na Ta'Ala Ward"",""100.0"""
"NHMIS Monthly Summary (version 2013) Reporting rate,""Public Facility"",""Primary Health Facility"",""ng Federal Government"",""kn Kano State"",""kn Dawakin Kudu Local Government Area"",""kn Zogarawa Ward"",""kn Zogarawa Health Post"",""100.0"""
"NHMIS Monthly Summary (version 2013) Reporting rate,""Public Facility"",""Primary Health Facility"",""ng Federal Government"",""kn Kano State"",""kn Minjibir Local Government Area"",""kn Wasai Ward"",""kn Abudakaya Health Post"",""100.0"""
"NHMIS Monthly Summary (version 2013) Reporting rate,""Public Facility"",""Primary Health Facility"",""ng Federal Government"",""kn Kano State"",""kn Doguwa Local Government Area"",""kn Zainabi Ward"",""kn Karasa Dispensary"",""100.0"""
"NHMIS Monthly Summary (version 2013) Reporting rate,""Public Facility"",""Primary Health Facility"",""ng Federal Government"",""kn Kano State"",""kn Warawa Local Government Area"",""kn Juma-Galadima Ward"",""kn Jumar Galadima Health Post"",""100.0"""
"NHMIS Monthly Summary (version 2013) Reporting rate,""Public Facility"",""Primary Health Facility"",""ng Federal Government"",""kn Kano State"",""kn Shanono Local Government Area"",""kn Kokiya Ward"",""kn Gudan Tuwo Health Post"",""100.0"""
"NHMIS Monthly Summary (version 2013) Reporting rate,""Public Facility"",""Primary Health Facility"",""ng Federal Government"",""kn Kano State"",""kn Makoda Local Government Area"",""kn Satame Ward"",""kn Yawlada Health Post"",""100.0"""
"NHMIS Monthly Summary (version 2013) Reporting rate,""Public Facility"",""Primary Health Facility"",""ng Federal Government"",""kn Kano State"",""kn Dawakin Tofa Local Government Area"",""kn Jalli Ward"",""kn Jalli Health Post"",""100.0"""
"NHMIS Monthly Summary (version 2013) Reporting rate,""Public Facility"",""Secondary Health Facility"",""ng Federal Government"",""kn Kano State"",""kn Fagge Local Government Area"","""",""kn Fagge C Ward"",""100.0"""
"NHMIS Monthly Summary (version 2013) Reporting rate,""Public Facility"",""Primary Health Facility"",""ng Federal Government"",""kn Kano State"",""kn Rimin Gado Local Government Area"",""kn Doka-Dawa Ward"",""kn Kazardawa Health Post"",""100.0"""
"NHMIS Monthly Summary (version 2013) Reporting rate,""Public Facility"",""Primary Health Facility"",""ng Federal Government"",""kn Kano State"",""kn Kura Local Government Area"","""",""kn Dukawa Ward"",""100.0"""
"NHMIS Monthly Summary (version 2013) Reporting rate,""Public Facility"",""Primary Health Facility"",""ng Federal Government"",""kn Kano State"",""kn Albasu Local Government Area"",""kn Daho Ward"",""kn Biskin Health Post"",""100.0"""
"NHMIS Monthly Summary (version 2013) Reporting rate,""Public Facility"",""Primary Health Facility"",""ng Federal Government"",""kn Kano State"",""kn Kibiya Local Government Area"",""kn Unguwar Gai Ward"",""kn Unguwar Liman Health Post"",""100.0"""
"NHMIS Monthly Summary (version 2013) Reporting rate,""Public Facility"",""Secondary Health Facility"",""ng Federal Government"",""kn Kano State"",""kn Rogo Local Government Area"",""kn Rogo Sabon Gari Ward"",""kn Rogo General Hospital"",""100.0"""
"NHMIS Monthly Summary (version 2013) Reporting rate,""Public Facility"",""Primary Health Facility"",""ng Federal Government"",""kn Kano State"",""kn Sumaila Local Government Area"",""kn Sitti Ward"",""kn Rayen Masaka Health Post"",""100.0"""
"NHMIS Monthly Summary (version 2013) Reporting rate,""Public Facility"",""Primary Health Facility"",""ng Federal Government"",""kn Kano State"",""kn Gaya Local Government Area"",""kn Maimakawa Ward"",""kn Gidan Sarkin Noma Model Primary Health Centre"",""100.0"""
"NHMIS Monthly Summary (version 2013) Reporting rate,""Public Facility"",""Primary Health Facility"",""ng Federal Government"",""kn Kano State"",""kn Shanono Local Government Area"",""kn Kokiya Ward"",""kn Kokiya Dispensary"",""100.0"""
"NHMIS Monthly Summary (version 2013) Reporting rate,""Public Facility"",""Primary Health Facility"",""ng Federal Government"",""kn Kano State"",""kn Sumaila Local Government Area"",""kn Sitti Ward"",""kn Matugwai Dispensary"",""100.0"""
"NHMIS Monthly Summary (version 2013) Reporting rate,""Public Facility"",""Primary Health Facility"",""ng Federal Government"",""kn Kano State"",""kn Ungogo Local Government Area"","""",""kn Bachirawa Ward"",""100.0"""
"NHMIS Monthly Summary (version 2013) Reporting rate,""Private Facility"",""Primary Health Facility"",""ng Federal Government"",""kn Kano State"",""kn Dala Local Government Area"",""kn Gobirawa Ward"",""kn Hajia Umma Zaria Health Clinic"",""100.0"""
"NHMIS Monthly Summary (version 2013) Reporting rate,""Public Facility"",""Primary Health Facility"",""ng Federal Government"",""kn Kano State"",""kn Makoda Local Government Area"",""kn Tangaji Ward"",""kn Tangaji Health Post"",""100.0"""
"NHMIS Monthly Summary (version 2013) Reporting rate,""Public Facility"",""Primary Health Facility"",""ng Federal Government"",""kn Kano State"",""kn Dala Local Government Area"",""kn Kofar Mazugal Ward"",""kn Kofar Mazugal Health Post"",""100.0"""
"NHMIS Monthly Summary (version 2013) Reporting rate,""Public Facility"",""Primary Health Facility"",""ng Federal Government"",""kn Kano State"",""kn Ajingi Local Government Area"",""kn Dabi Ward"",""kn Dabi Health Post"",""100.0"""
"NHMIS Monthly Summary (version 2013) Reporting rate,""Public Facility"",""Primary Health Facility"",""ng Federal Government"",""kn Kano State"",""kn Gabasawa Local Government Area"",""kn Yautar Kudu Ward"",""kn Yautar Kudu Model Primary Health Centre"",""100.0"""
"NHMIS Monthly Summary (version 2013) Reporting rate,""Public Facility"",""Primary Health Facility"",""ng Federal Government"",""kn Kano State"",""kn Bichi Local Government Area"","""",""kn Kwamarawa Ward"",""100.0"""
"NHMIS Monthly Summary (version 2013) Reporting rate,""Private Facility"",""Primary Health Facility"",""ng Federal Government"",""kn Kano State"","""","""",""kn Dawakin Kudu Local Government Area"",""100.0"""
"NHMIS Monthly Summary (version 2013) Reporting rate,""Public Facility"",""Secondary Health Facility"",""ng Federal Government"",""kn Kano State"",""kn Gezawa Local Government Area"","""",""kn Ketawa Ward"",""100.0"""
"NHMIS Monthly Summary (version 2013) Reporting rate,""Public Facility"",""Primary Health Facility"",""ng Federal Government"",""kn Kano State"",""kn Kura Local Government Area"",""kn Dukawa Ward"",""kn Gamadan Health Post"",""100.0"""
"NHMIS Monthly Summary (version 2013) Reporting rate,""Public Facility"",""Primary Health Facility"",""ng Federal Government"",""kn Kano State"",""kn Makoda Local Government Area"","""",""kn Barbar Ruga Ward"",""100.0"""
"NHMIS Monthly Summary (version 2013) Reporting rate,""Public Facility"",""Primary Health Facility"",""ng Federal Government"",""kn Kano State"",""kn Kunchi Local Government Area"","""",""kn Kunchi Ward"",""100.0"""
"NHMIS Monthly Summary (version 2013) Reporting rate,""Public Facility"",""Primary Health Facility"",""ng Federal Government"",""kn Kano State"",""kn Ungogo Local Government Area"",""kn Kadawa Ungogo Ward"",""kn Dan Rimi Dispensary"",""100.0"""
"NHMIS Monthly Summary (version 2013) Reporting rate,""Public Facility"",""Primary Health Facility"",""ng Federal Government"",""kn Kano State"",""kn Rogo Local Government Area"",""kn Falgore Rogo Ward"",""kn Tsara Dispensary"",""100.0"""
"NHMIS Monthly Summary (version 2013) Reporting rate,""Public Facility"",""Secondary Health Facility"",""ng Federal Government"",""kn Kano State"",""kn Dawakin Tofa Local Government Area"",""kn Dawakin East Ward"",""kn Dawakin Tofa General Hospital"",""100.0"""
"NHMIS Monthly Summary (version 2013) Reporting rate,""Public Facility"",""Primary Health Facility"",""ng Federal Government"",""kn Kano State"",""kn Gwarzo Local Government Area"",""kn Kara Ward"",""kn Sabon Lay Health Post"",""100.0"""
"NHMIS Monthly Summary (version 2013) Reporting rate,""Public Facility"",""Primary Health Facility"",""ng Federal Government"",""kn Kano State"",""kn Gwale Local Government Area"",""kn Gyaranya Ward"",""kn Mangorori Health Post"",""100.0"""
"NHMIS Monthly Summary (version 2013) Reporting rate,""Public Facility"",""Primary Health Facility"",""ng Federal Government"",""kn Kano State"",""kn Danbatta Local Government Area"",""kn Kore Ward"",""kn Kore Health Post"",""100.0"""
"NHMIS Monthly Summary (version 2013) Reporting rate,""Public Facility"",""Primary Health Facility"",""ng Federal Government"",""kn Kano State"",""kn Shanono Local Government Area"",""kn Goron Dutse Ward"",""kn Kuraku Health Post"",""100.0"""
"NHMIS Monthly Summary (version 2013) Reporting rate,""Public Facility"",""Primary Health Facility"",""ng Federal Government"",""kn Kano State"",""kn Garum Mallam Local Government Area"",""kn Garun Babba Ward"",""kn Refawa Health Post"",""100.0"""
"NHMIS Monthly Summary (version 2013) Reporting rate,""Private Facility"",""Primary Health Facility"",""ng Federal Government"",""kn Kano State"",""kn Fagge Local Government Area"",""kn Fagge C Ward"",""kn Kunya Hospital & Maternity"",""100.0"""
"NHMIS Monthly Summary (version 2013) Reporting rate,""Public Facility"",""Primary Health Facility"",""ng Federal Government"",""kn Kano State"",""kn Kabo Local Government Area"",""kn Dugabau Ward"",""kn Walawa Health Post"",""100.0"""
"NHMIS Monthly Summary (version 2013) Reporting rate,""Public Facility"",""Primary Health Facility"",""ng Federal Government"",""kn Kano State"",""kn Gwarzo Local Government Area"",""kn Lakwaya Ward"",""kn Lakwaya Dispensary"",""100.0"""
"NHMIS Monthly Summary (version 2013) Reporting rate,""Public Facility"",""Primary Health Facility"",""ng Federal Government"",""kn Kano State"",""kn Tudun Wada Local Government Area"",""kn Shuwaki Ward (TWD)"",""kn Fuskar Wambai Health Post"",""100.0"""
"NHMIS Monthly Summary (version 2013) Reporting rate,""Public Facility"",""Primary Health Facility"",""ng Federal Government"",""kn Kano State"",""kn Ungogo Local Government Area"",""kn Rijiyar Zaki Ward"",""kn Rijiyar Zaki Primary Health Centre"",""100.0"""
"NHMIS Monthly Summary (version 2013) Reporting rate,""Public Facility"",""Primary Health Facility"",""ng Federal Government"",""kn Kano State"",""kn Garum Mallam Local Government Area"","""",""kn Kadawa Ward"",""100.0"""
"NHMIS Monthly Summary (version 2013) Reporting rate,""Public Facility"",""Primary Health Facility"",""ng Federal Government"",""kn Kano State"",""kn Takai Local Government Area"","""",""kn Fajewa Ward"",""100.0"""
"NHMIS Monthly Summary (version 2013) Reporting rate,""Public Facility"",""Secondary Health Facility"",""ng Federal Government"",""kn Kano State"",""kn Gwale Local Government Area"","""",""kn Dorayi Ward"",""100.0"""
"NHMIS Monthly Summary (version 2013) Reporting rate,""Public Facility"",""Secondary Health Facility"",""ng Federal Government"",""kn Kano State"","""","""",""kn Minjibir Local Government Area"",""100.0"""
"NHMIS Monthly Summary (version 2013) Reporting rate,""Public Facility"",""Primary Health Facility"",""ng Federal Government"",""kn Kano State"",""kn Gwarzo Local Government Area"","""",""kn Mai-Nika Ward"",""100.0"""
"NHMIS Monthly Summary (version 2013) Reporting rate,""Public Facility"",""Primary Health Facility"",""ng Federal Government"",""kn Kano State"",""kn Kiru Local Government Area"",""kn Maraku Kiru Ward"",""kn Maraku Health Post"",""100.0"""
"NHMIS Monthly Summary (version 2013) Reporting rate,""Public Facility"",""Primary Health Facility"",""ng Federal Government"",""kn Kano State"",""kn Tsanyawa Local Government Area"",""kn Dumbulum Ward"",""kn Kokai Health Post"",""100.0"""
"NHMIS Monthly Summary (version 2013) Reporting rate,""Public Facility"",""Primary Health Facility"",""ng Federal Government"",""kn Kano State"",""kn Danbatta Local Government Area"",""kn Danbatta West Ward"",""kn Maimunatu GGSS Clinic"",""100.0"""
"NHMIS Monthly Summary (version 2013) Reporting rate,""Public Facility"",""Primary Health Facility"",""ng Federal Government"",""kn Kano State"","""","""",""kn Dawakin Kudu Local Government Area"",""100.0"""
"NHMIS Monthly Summary (version 2013) Reporting rate,""Public Facility"",""Primary Health Facility"",""ng Federal Government"",""kn Kano State"",""kn Madobi Local Government Area"",""kn Gora Ward"",""kn Dan Marina Health Post"",""100.0"""
